student_id,course_id,grade
EHIST3217,EHIST52,24
EHIST3217,EHIST56,36
EHIST3217,EHIST96,83
EHIST3217,EHIST93,85
EHIST3217,EHIST59,96
EHIST3217,EHIST66,39
EHIST3217,EHIST45,89
EHIST3217,EHIST28,80
EHIST3217,EHIST43,44
EHIST3217,EHIST10,37
EHIST3217,EHIST88,96
EHIST3217,EHIST14,70
EHIST3217,EHIST81,63
EHIST3217,EHIST55,43
EHIST3217,EHIST92,35
EHIST3217,EHIST75,73
EHIST3217,EHIST91,36
EHIST3217,EHIST98,70
EHIST3217,EHIST22,29
EHIST3217,EHIST53,47
EHIST3217,EHIST88,96
EHIST3217,EHIST14,70
EHIST3217,EHIST81,63
EHIST3217,EHIST55,43
EHIST3217,EHIST92,35
EHIST3217,EHIST75,73
EHIST3217,EHIST91,36
EHIST3217,EHIST98,70
EHIST3217,EHIST22,29
EHIST3217,EHIST53,47
EHIST3217,EHIST88,96
EHIST3217,EHIST14,70
EHIST3217,EHIST81,63
EHIST3217,EHIST55,43
EHIST3217,EHIST92,35
EHIST3217,EHIST75,73
EHIST3217,EHIST91,36
EHIST3217,EHIST98,70
EHIST3217,EHIST22,29
EHIST3217,EHIST53,47
EHIST3217,EHIST88,96
EHIST3217,EHIST14,70
EHIST3217,EHIST81,63
EHIST3217,EHIST55,43
EHIST3217,EHIST92,35
EHIST3217,EHIST75,73
EHIST3217,EHIST91,36
EHIST3217,EHIST98,70
EHIST3217,EHIST22,29
EHIST3217,EHIST53,47
EHIST3217,EHIST88,96
EHIST3217,EHIST14,70
EHIST3217,EHIST81,63
EHIST3217,EHIST55,43
EHIST3217,EHIST92,35
EHIST3217,EHIST75,73
EHIST3217,EHIST91,36
EHIST3217,EHIST98,70
EHIST3217,EHIST22,29
EHIST3217,EHIST53,47
EHIST3217,EHIST88,96
EHIST3217,EHIST14,70
EHIST3217,EHIST81,63
EHIST3217,EHIST55,43
EHIST3217,EHIST92,35
EHIST3217,EHIST75,73
EHIST3217,EHIST91,36
EHIST3217,EHIST98,70
