student_id,course_id,grade
EHIST7839,EHIST52,44
EHIST7839,EHIST56,93
EHIST7839,EHIST96,94
EHIST7839,EHIST93,81
EHIST7839,EHIST59,87
EHIST7839,EHIST66,52
EHIST7839,EHIST45,22
EHIST7839,EHIST28,56
EHIST7839,EHIST43,99
EHIST7839,EHIST10,24
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
EHIST7839,EHIST22,67
EHIST7839,EHIST53,52
EHIST7839,EHIST88,81
EHIST7839,EHIST14,65
EHIST7839,EHIST81,81
EHIST7839,EHIST55,39
EHIST7839,EHIST92,49
EHIST7839,EHIST75,68
EHIST7839,EHIST91,82
EHIST7839,EHIST98,35
