student_id,course_id,grade
EHIST6070,EHIST52,65
EHIST6070,EHIST56,57
EHIST6070,EHIST96,83
EHIST6070,EHIST93,75
EHIST6070,EHIST59,84
EHIST6070,EHIST66,70
EHIST6070,EHIST45,35
EHIST6070,EHIST28,39
EHIST6070,EHIST43,60
EHIST6070,EHIST10,72
EHIST6070,EHIST88,43
EHIST6070,EHIST14,71
EHIST6070,EHIST81,87
EHIST6070,EHIST55,97
EHIST6070,EHIST92,63
EHIST6070,EHIST75,34
EHIST6070,EHIST91,61
EHIST6070,EHIST98,80
EHIST6070,EHIST22,92
EHIST6070,EHIST53,63
EHIST6070,EHIST88,43
EHIST6070,EHIST14,71
EHIST6070,EHIST81,87
EHIST6070,EHIST55,97
EHIST6070,EHIST92,63
EHIST6070,EHIST75,34
EHIST6070,EHIST91,61
EHIST6070,EHIST98,80
EHIST6070,EHIST22,92
EHIST6070,EHIST53,63
EHIST6070,EHIST88,43
EHIST6070,EHIST14,71
EHIST6070,EHIST81,87
EHIST6070,EHIST55,97
EHIST6070,EHIST92,63
EHIST6070,EHIST75,34
EHIST6070,EHIST91,61
EHIST6070,EHIST98,80
EHIST6070,EHIST22,92
EHIST6070,EHIST53,63
EHIST6070,EHIST88,43
EHIST6070,EHIST14,71
EHIST6070,EHIST81,87
EHIST6070,EHIST55,97
EHIST6070,EHIST92,63
EHIST6070,EHIST75,34
EHIST6070,EHIST91,61
EHIST6070,EHIST98,80
EHIST6070,EHIST22,92
EHIST6070,EHIST53,63
EHIST6070,EHIST88,43
EHIST6070,EHIST14,71
EHIST6070,EHIST81,87
EHIST6070,EHIST55,97
EHIST6070,EHIST92,63
EHIST6070,EHIST75,34
EHIST6070,EHIST91,61
EHIST6070,EHIST98,80
EHIST6070,EHIST22,92
EHIST6070,EHIST53,63
EHIST6070,EHIST88,43
EHIST6070,EHIST14,71
EHIST6070,EHIST81,87
EHIST6070,EHIST55,97
EHIST6070,EHIST92,63
EHIST6070,EHIST75,34
EHIST6070,EHIST91,61
EHIST6070,EHIST98,80
EHIST6070,EHIST22,92
EHIST6070,EHIST53,63
EHIST6070,EHIST88,43
EHIST6070,EHIST14,71
EHIST6070,EHIST81,87
EHIST6070,EHIST55,97
EHIST6070,EHIST92,63
EHIST6070,EHIST75,34
EHIST6070,EHIST91,61
EHIST6070,EHIST98,80
EHIST6070,EHIST22,92
EHIST6070,EHIST53,63
EHIST6070,EHIST88,43
EHIST6070,EHIST14,71
EHIST6070,EHIST81,87
EHIST6070,EHIST55,97
EHIST6070,EHIST92,63
EHIST6070,EHIST75,34
EHIST6070,EHIST91,61
EHIST6070,EHIST98,80
EHIST6070,EHIST22,92
EHIST6070,EHIST53,63
EHIST6070,EHIST88,43
EHIST6070,EHIST14,71
EHIST6070,EHIST81,87
EHIST6070,EHIST55,97
EHIST6070,EHIST92,63
EHIST6070,EHIST75,34
EHIST6070,EHIST91,61
EHIST6070,EHIST98,80
EHIST6070,EHIST22,92
EHIST6070,EHIST53,63
EHIST6070,EHIST88,43
EHIST6070,EHIST14,71
EHIST6070,EHIST81,87
EHIST6070,EHIST55,97
EHIST6070,EHIST92,63
EHIST6070,EHIST75,34
EHIST6070,EHIST91,61
EHIST6070,EHIST98,80
EHIST6070,EHIST22,92
EHIST6070,EHIST53,63
EHIST6070,EHIST88,43
EHIST6070,EHIST14,71
EHIST6070,EHIST81,87
EHIST6070,EHIST55,97
EHIST6070,EHIST92,63
EHIST6070,EHIST75,34
EHIST6070,EHIST91,61
EHIST6070,EHIST98,80
EHIST6070,EHIST22,92
EHIST6070,EHIST53,63
EHIST6070,EHIST88,43
EHIST6070,EHIST14,71
EHIST6070,EHIST81,87
EHIST6070,EHIST55,97
EHIST6070,EHIST92,63
EHIST6070,EHIST75,34
EHIST6070,EHIST91,61
EHIST6070,EHIST98,80
EHIST6070,EHIST22,92
EHIST6070,EHIST53,63
EHIST6070,EHIST88,43
EHIST6070,EHIST14,71
EHIST6070,EHIST81,87
EHIST6070,EHIST55,97
EHIST6070,EHIST92,63
EHIST6070,EHIST75,34
EHIST6070,EHIST91,61
EHIST6070,EHIST98,80
EHIST6070,EHIST22,92
EHIST6070,EHIST53,63
EHIST6070,EHIST88,43
EHIST6070,EHIST14,71
EHIST6070,EHIST81,87
EHIST6070,EHIST55,97
EHIST6070,EHIST92,63
EHIST6070,EHIST75,34
EHIST6070,EHIST91,61
EHIST6070,EHIST98,80
EHIST6070,EHIST22,92
EHIST6070,EHIST53,63
EHIST6070,EHIST88,43
EHIST6070,EHIST14,71
EHIST6070,EHIST81,87
EHIST6070,EHIST55,97
EHIST6070,EHIST92,63
