student_id,course_id,grade
EHIST8304,EHIST52,41
EHIST8304,EHIST56,70
EHIST8304,EHIST96,67
EHIST8304,EHIST93,65
EHIST8304,EHIST59,65
EHIST8304,EHIST66,69
EHIST8304,EHIST45,89
EHIST8304,EHIST28,47
EHIST8304,EHIST43,62
EHIST8304,EHIST10,23
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
EHIST8304,EHIST98,53
EHIST8304,EHIST22,42
EHIST8304,EHIST53,45
EHIST8304,EHIST88,21
EHIST8304,EHIST14,61
EHIST8304,EHIST81,45
EHIST8304,EHIST55,87
EHIST8304,EHIST92,96
EHIST8304,EHIST75,55
EHIST8304,EHIST91,40
