student_id,course_id,grade
EHIST7456,EHIST52,25
EHIST7456,EHIST56,24
EHIST7456,EHIST96,46
EHIST7456,EHIST93,100
EHIST7456,EHIST59,49
EHIST7456,EHIST66,95
EHIST7456,EHIST45,57
EHIST7456,EHIST28,23
EHIST7456,EHIST43,35
EHIST7456,EHIST10,38
EHIST7456,EHIST88,55
EHIST7456,EHIST14,78
EHIST7456,EHIST81,79
EHIST7456,EHIST55,34
EHIST7456,EHIST92,80
EHIST7456,EHIST75,48
EHIST7456,EHIST91,75
EHIST7456,EHIST98,33
EHIST7456,EHIST22,55
EHIST7456,EHIST53,41
EHIST7456,EHIST88,55
EHIST7456,EHIST14,78
EHIST7456,EHIST81,79
EHIST7456,EHIST55,34
EHIST7456,EHIST92,80
EHIST7456,EHIST75,48
EHIST7456,EHIST91,75
EHIST7456,EHIST98,33
EHIST7456,EHIST22,55
EHIST7456,EHIST53,41
EHIST7456,EHIST88,55
EHIST7456,EHIST14,78
EHIST7456,EHIST81,79
EHIST7456,EHIST55,34
EHIST7456,EHIST92,80
EHIST7456,EHIST75,48
EHIST7456,EHIST91,75
EHIST7456,EHIST98,33
EHIST7456,EHIST22,55
EHIST7456,EHIST53,41
EHIST7456,EHIST88,55
EHIST7456,EHIST14,78
EHIST7456,EHIST81,79
EHIST7456,EHIST55,34
EHIST7456,EHIST92,80
EHIST7456,EHIST75,48
EHIST7456,EHIST91,75
EHIST7456,EHIST98,33
EHIST7456,EHIST22,55
EHIST7456,EHIST53,41
EHIST7456,EHIST88,55
EHIST7456,EHIST14,78
EHIST7456,EHIST81,79
EHIST7456,EHIST55,34
EHIST7456,EHIST92,80
EHIST7456,EHIST75,48
EHIST7456,EHIST91,75
EHIST7456,EHIST98,33
EHIST7456,EHIST22,55
EHIST7456,EHIST53,41
EHIST7456,EHIST88,55
EHIST7456,EHIST14,78
EHIST7456,EHIST81,79
EHIST7456,EHIST55,34
EHIST7456,EHIST92,80
EHIST7456,EHIST75,48
EHIST7456,EHIST91,75
EHIST7456,EHIST98,33
EHIST7456,EHIST22,55
EHIST7456,EHIST53,41
EHIST7456,EHIST88,55
