student_id,course_id,grade
EHIST9872,EHIST52,70
EHIST9872,EHIST56,22
EHIST9872,EHIST96,84
EHIST9872,EHIST93,87
EHIST9872,EHIST59,34
EHIST9872,EHIST66,57
EHIST9872,EHIST45,26
EHIST9872,EHIST28,27
EHIST9872,EHIST43,97
EHIST9872,EHIST10,57
EHIST9872,EHIST88,82
EHIST9872,EHIST14,24
EHIST9872,EHIST81,22
EHIST9872,EHIST55,82
EHIST9872,EHIST92,57
EHIST9872,EHIST75,64
EHIST9872,EHIST91,59
EHIST9872,EHIST98,57
EHIST9872,EHIST22,27
EHIST9872,EHIST53,50
EHIST9872,EHIST88,82
EHIST9872,EHIST14,24
EHIST9872,EHIST81,22
EHIST9872,EHIST55,82
EHIST9872,EHIST92,57
EHIST9872,EHIST75,64
EHIST9872,EHIST91,59
EHIST9872,EHIST98,57
EHIST9872,EHIST22,27
EHIST9872,EHIST53,50
EHIST9872,EHIST88,82
EHIST9872,EHIST14,24
EHIST9872,EHIST81,22
EHIST9872,EHIST55,82
EHIST9872,EHIST92,57
EHIST9872,EHIST75,64
EHIST9872,EHIST91,59
EHIST9872,EHIST98,57
EHIST9872,EHIST22,27
EHIST9872,EHIST53,50
EHIST9872,EHIST88,82
EHIST9872,EHIST14,24
EHIST9872,EHIST81,22
EHIST9872,EHIST55,82
EHIST9872,EHIST92,57
EHIST9872,EHIST75,64
EHIST9872,EHIST91,59
EHIST9872,EHIST98,57
EHIST9872,EHIST22,27
EHIST9872,EHIST53,50
EHIST9872,EHIST88,82
EHIST9872,EHIST14,24
EHIST9872,EHIST81,22
EHIST9872,EHIST55,82
EHIST9872,EHIST92,57
EHIST9872,EHIST75,64
EHIST9872,EHIST91,59
EHIST9872,EHIST98,57
EHIST9872,EHIST22,27
EHIST9872,EHIST53,50
EHIST9872,EHIST88,82
EHIST9872,EHIST14,24
EHIST9872,EHIST81,22
EHIST9872,EHIST55,82
EHIST9872,EHIST92,57
EHIST9872,EHIST75,64
EHIST9872,EHIST91,59
EHIST9872,EHIST98,57
EHIST9872,EHIST22,27
EHIST9872,EHIST53,50
EHIST9872,EHIST88,82
EHIST9872,EHIST14,24
EHIST9872,EHIST81,22
EHIST9872,EHIST55,82
EHIST9872,EHIST92,57
EHIST9872,EHIST75,64
EHIST9872,EHIST91,59
EHIST9872,EHIST98,57
EHIST9872,EHIST22,27
EHIST9872,EHIST53,50
EHIST9872,EHIST88,82
EHIST9872,EHIST14,24
EHIST9872,EHIST81,22
EHIST9872,EHIST55,82
EHIST9872,EHIST92,57
EHIST9872,EHIST75,64
EHIST9872,EHIST91,59
EHIST9872,EHIST98,57
EHIST9872,EHIST22,27
EHIST9872,EHIST53,50
EHIST9872,EHIST88,82
EHIST9872,EHIST14,24
EHIST9872,EHIST81,22
EHIST9872,EHIST55,82
EHIST9872,EHIST92,57
EHIST9872,EHIST75,64
EHIST9872,EHIST91,59
EHIST9872,EHIST98,57
EHIST9872,EHIST22,27
EHIST9872,EHIST53,50
EHIST9872,EHIST88,82
EHIST9872,EHIST14,24
EHIST9872,EHIST81,22
EHIST9872,EHIST55,82
EHIST9872,EHIST92,57
EHIST9872,EHIST75,64
EHIST9872,EHIST91,59
EHIST9872,EHIST98,57
EHIST9872,EHIST22,27
EHIST9872,EHIST53,50
EHIST9872,EHIST88,82
EHIST9872,EHIST14,24
EHIST9872,EHIST81,22
EHIST9872,EHIST55,82
EHIST9872,EHIST92,57
EHIST9872,EHIST75,64
EHIST9872,EHIST91,59
EHIST9872,EHIST98,57
EHIST9872,EHIST22,27
EHIST9872,EHIST53,50
EHIST9872,EHIST88,82
EHIST9872,EHIST14,24
EHIST9872,EHIST81,22
EHIST9872,EHIST55,82
EHIST9872,EHIST92,57
EHIST9872,EHIST75,64
