student_id,course_id,grade
EHIST1989,EHIST52,83
EHIST1989,EHIST56,74
EHIST1989,EHIST96,50
EHIST1989,EHIST93,36
EHIST1989,EHIST59,89
EHIST1989,EHIST66,25
EHIST1989,EHIST45,64
EHIST1989,EHIST28,89
EHIST1989,EHIST43,54
EHIST1989,EHIST10,39
EHIST1989,EHIST88,74
EHIST1989,EHIST14,40
EHIST1989,EHIST81,25
EHIST1989,EHIST55,73
EHIST1989,EHIST92,60
EHIST1989,EHIST75,38
EHIST1989,EHIST91,20
EHIST1989,EHIST98,35
EHIST1989,EHIST22,73
EHIST1989,EHIST53,56
EHIST1989,EHIST88,74
EHIST1989,EHIST14,40
EHIST1989,EHIST81,25
EHIST1989,EHIST55,73
EHIST1989,EHIST92,60
EHIST1989,EHIST75,38
EHIST1989,EHIST91,20
EHIST1989,EHIST98,35
EHIST1989,EHIST22,73
EHIST1989,EHIST53,56
EHIST1989,EHIST88,74
EHIST1989,EHIST14,40
EHIST1989,EHIST81,25
EHIST1989,EHIST55,73
EHIST1989,EHIST92,60
EHIST1989,EHIST75,38
EHIST1989,EHIST91,20
EHIST1989,EHIST98,35
EHIST1989,EHIST22,73
EHIST1989,EHIST53,56
EHIST1989,EHIST88,74
EHIST1989,EHIST14,40
EHIST1989,EHIST81,25
EHIST1989,EHIST55,73
EHIST1989,EHIST92,60
EHIST1989,EHIST75,38
EHIST1989,EHIST91,20
EHIST1989,EHIST98,35
EHIST1989,EHIST22,73
EHIST1989,EHIST53,56
EHIST1989,EHIST88,74
EHIST1989,EHIST14,40
EHIST1989,EHIST81,25
EHIST1989,EHIST55,73
EHIST1989,EHIST92,60
EHIST1989,EHIST75,38
EHIST1989,EHIST91,20
EHIST1989,EHIST98,35
EHIST1989,EHIST22,73
EHIST1989,EHIST53,56
EHIST1989,EHIST88,74
EHIST1989,EHIST14,40
EHIST1989,EHIST81,25
EHIST1989,EHIST55,73
EHIST1989,EHIST92,60
EHIST1989,EHIST75,38
